N,P,K,temperature,humidity,ph,rainfall,label
4.963068219453028,4.405243425231822,12.684173734669631,21.332352349459512,89.91265883118561,6.702107141070987,80.58372374311361,orange
81.35734672441811,47.28228330138905,65.17474037533921,29.63053383384501,77.7337832472059,6.256308319225412,171.46231992651988,rice
23.765983253693733,74.76137384776858,33.281022415727115,27.024150788581778,60.24883736835412,6.498454966552995,29.578102797731365,lentil
8.92042639157885,118.6425671180598,202.62908202633017,28.149343623207717,82.3967394202586,6.325318941568083,83.192137313054,grapes
22.053075048652236,66.77591116923593,24.314436423542993,15.248853160617717,21.324715437753714,5.968129131910452,120.64177383259148,kidneybeans
124.37479072266025,83.89550845914165,59.99303699702206,23.008394545056085,77.50227518909432,5.250420877142696,120.6082191645732,banana
53.142931306206656,41.09322397400804,33.64682144435651,24.799913365386193,66.50650458813139,6.257292218511939,93.24858846643161,maize
95.60423194897176,98.60963054060834,54.690358867460894,25.245455117718866,78.12921702805396,6.453104922442661,123.461294037533,banana
94.24490817941792,13.38235685553872,49.51834817709628,26.414433230785477,88.8146417301886,6.434306577579136,32.53986573011689,muskmelon
19.911688630697967,146.25267746187652,210.0,22.76745920970236,84.11752882963923,6.018004310196539,50.64179295474666,grapes
3.4850879212633394,19.820758857042456,42.06461747635276,37.17340670375621,51.87672374584354,5.544628317092578,90.56720198298113,mango
73.61417760342424,59.44707665832734,30.716174294686624,25.554106676779988,79.65766933214918,6.7271707300379076,181.10876017791125,jute
10.24221329520098,24.65022368105701,9.709075958390827,32.23897852051826,34.93337279018541,6.2521911371150285,118.65449721434818,mango
13.697895678733811,28.849793674356164,35.43827354638604,29.536111430956893,56.6042032590326,5.082893268359928,74.15081977812426,mango
105.86279531827837,96.70573739224614,62.33790407813568,27.92589801948744,74.05248617830773,5.789877198548634,143.6762879749135,banana
96.49007625844581,48.36684135544301,38.69832539803266,28.099305439437916,77.45025593310966,6.572429239468186,169.23102629060588,jute
42.54201157493225,50.4164648999709,45.15183977501654,35.188877975755574,89.20132881074677,6.678338054310986,135.5335928865166,papaya
28.82931896603811,25.557021979773545,22.282820617067284,25.936868344469843,48.62312454841303,5.2923181714549505,68.00076291990445,mango
24.80873469931435,55.96120710419125,17.918170955495032,19.56702935154986,43.05660049817306,6.099490950351173,178.8728261364936,pigeonpeas
21.26479135479436,133.85387640999676,208.9457099011476,21.287624080320768,78.41019859692337,5.97867986284604,41.87964397342782,grapes
13.038953462154486,71.81963033484809,8.26116530027039,24.04410547583831,69.57932466050555,7.263038227723598,36.829986905389326,lentil
5.251620660330323,58.22488454308233,11.411074166899464,12.314862450156356,21.584901170119434,4.902868951355826,66.94510084781379,kidneybeans
130.81000432707765,86.58235477285861,56.867473541616796,26.17393734997109,78.77833304363165,6.393856595333305,145.1738728057964,banana
112.8201157234172,35.21042076126985,37.11919490594826,24.534949891265477,54.50148083378057,6.452070541932233,139.82044087583654,coffee
76.81232852368997,5.204574975983457,55.934570713186815,27.145378500887592,96.50172393306487,6.646534559416405,26.395724190831984,muskmelon
85.81279347284725,48.39670082276422,32.7157720242301,23.446295781799297,81.52951990640834,6.87146048627331,167.17168389208038,jute
26.978789439694147,66.85834577518915,29.195014727662542,17.865801197436397,13.974178196615199,6.186451872401642,90.74073475847233,kidneybeans
70.85331629087962,22.17220596687592,51.49942196220251,29.692146595730712,88.13946921365822,6.273690729935043,15.267764347475357,muskmelon
